ReportingDate,MinTemp,MaxTemp,Temp,DewPoint, Event,Location
2014/12/25,19,27,23,18,Rain,Sydney
2014/12/26,17,20,18,17,Rain,Sydney
2014/12/27,17,24,21,14,Rain,Sydney
2014/12/28,18,25,21,13,,Sydney
2014/12/29,17,26,22,14,Rain,Sydney
2014/12/30,19,27,23,19,Rain,Sydney
2014/12/31,16,24,20,14,Rain,Sydney
2015/01/01,22,30,26,19,Rain,Sydney
2015/01/02,21,26,23,21,Rain,Sydney
2015/01/03,23,31,27,21,,Sydney
2015/01/04,22,33,27,20,,Sydney
2015/01/05,21,25,23,19,,Sydney
2015/01/06,21,28,24,20,,Sydney
2015/01/07,22,31,27,18,,Sydney
2015/01/08,21,31,26,17,,Sydney
2015/01/09,22,32,27,19,Rain,Sydney
2015/01/10,21,28,24,21,Rain,Sydney
2015/01/11,20,22,21,20,Rain,Sydney
2015/01/12,20,23,21,19,Rain,Sydney
2015/01/13,19,27,23,19,Rain,Sydney
2015/01/14,23,34,28,17,Rain,Sydney
2015/01/15,22,26,23,16,,Sydney
2015/01/16,21,28,24,18,,Sydney
2015/01/17,21,35,28,12,,Sydney
2015/01/18,21,27,24,18,,Sydney
2015/01/19,20,23,21,15,Rain,Sydney
2015/01/20,18,26,22,17,Rain,Sydney
2015/01/21,19,28,23,19,Rain,Sydney
2015/01/22,22,28,26,19,,Sydney
2015/01/23,23,31,27,20,,Sydney
2015/01/24,23,31,27,19,Rain,Sydney
2015/01/25,21,35,28,19,Rain,Sydney
2015/01/26,19,22,21,18,Rain,Sydney
2015/01/27,18,20,19,18,Rain,Sydney
2015/01/28,17,21,19,16,Rain,Sydney
2015/01/29,15,21,18,11,,Sydney
2015/01/30,14,25,19,11,,Sydney
2015/01/31,17,25,21,12,,Sydney
2015/02/01,19,24,22,16,Rain,Sydney
2015/02/02,19,22,21,16,Rain,Sydney
2015/02/03,20,23,21,13,Rain,Sydney
2015/02/04,17,23,20,15,Rain,Sydney
2015/02/05,18,23,21,14,Rain,Sydney
2015/02/06,18,26,22,14,,Sydney
2015/02/07,19,27,23,15,Rain,Sydney
2015/02/08,19,33,26,17,,Sydney
2015/02/09,22,27,24,19,Rain,Sydney
2015/02/10,22,27,24,19,,Sydney
2015/02/11,22,30,26,18,Rain,Sydney
2015/02/12,22,29,26,19,Rain,Sydney
2015/02/13,20,27,23,19,Rain,Sydney
2015/02/14,21,28,24,19,Rain,Sydney
2015/02/15,19,29,24,18,Fog,Sydney
2015/02/16,22,29,26,17,,Sydney
2015/02/17,22,29,26,17,,Sydney
2015/02/18,23,29,26,17,,Sydney
2015/02/19,22,27,24,19,Rain,Sydney
2015/02/20,21,27,24,19,Rain,Sydney
2015/02/21,21,24,22,20,Rain,Sydney
2015/02/22,20,27,23,19,Rain,Sydney
2015/02/23,22,27,24,19,Rain,Sydney
2015/02/24,21,24,22,19,Rain,Sydney
2015/02/25,19,23,21,17,Rain,Sydney
2015/02/26,19,27,23,18,Rain,Sydney
2015/02/27,21,27,24,19,Rain,Sydney
2015/02/28,20,28,24,19,,Sydney
2015/03/01,20,38,29,18,Rain,Sydney
2015/03/02,18,24,21,14,,Sydney
2015/03/03,18,28,23,15,,Sydney
2015/03/04,21,28,24,19,Rain,Sydney
2015/03/05,19,26,23,13,,Sydney
2015/03/06,16,30,23,7,,Sydney
2015/03/07,18,26,22,17,Rain,Sydney
2015/03/08,20,24,22,19,,Sydney
2015/03/09,20,31,26,17,,Sydney
2015/03/10,21,25,23,19,Rain,Sydney
2015/03/11,21,29,24,19,Rain,Sydney
2015/03/12,20,26,23,19,,Sydney
2015/03/13,18,23,20,16,Rain,Sydney
2015/03/14,16,24,20,13,Rain,Sydney
2015/03/15,17,23,20,14,Rain,Sydney
2015/03/16,16,23,19,9,,Sydney
2015/03/17,16,25,20,13,,Sydney
2015/03/18,19,30,24,18,Rain,Sydney
2015/03/19,19,27,23,18,,Sydney
2015/03/20,19,29,24,18,Rain,Sydney
2015/03/21,18,23,20,14,Rain,Sydney
2015/03/22,18,25,22,16,Rain,Sydney
2015/03/23,18,27,23,18,,Sydney
2015/03/24,20,26,23,19,Rain,Sydney
2015/03/25,15,23,19,14,,Sydney
2015/03/26,18,28,23,10,,Sydney
2015/03/27,14,26,20,1,,Sydney
2015/03/28,15,22,19,8,,Sydney
2015/03/29,15,26,21,13,,Sydney
2015/03/30,16,24,20,16,Rain,Sydney
2015/03/31,18,23,20,17,Rain,Sydney
2015/04/01,17,27,22,17,Rain,Sydney
2015/04/02,19,31,24,17,Rain,Sydney
2015/04/03,17,21,19,16,Rain,Sydney
2015/04/04,16,20,18,16,Rain,Sydney
2015/04/05,16,22,19,15,Rain,Sydney
2015/04/06,15,26,20,15,Rain,Sydney
2015/04/07,15,24,19,9,Rain,Sydney
2015/04/08,14,22,18,6,,Sydney
2015/04/09,15,20,18,9,,Sydney
2015/04/10,14,20,17,14,Rain,Sydney
2015/04/11,16,21,18,15,Rain,Sydney
2015/04/12,15,21,18,14,Rain,Sydney
2015/04/13,15,20,18,12,Rain,Sydney
2015/04/14,14,23,19,11,,Sydney
2015/04/15,15,26,20,14,Rain,Sydney
2015/04/16,17,32,24,16,,Sydney
2015/04/17,19,23,21,18,Rain,Sydney
2015/04/18,20,29,24,17,Rain,Sydney
2015/04/19,15,21,18,14,Rain,Sydney
2015/04/20,14,17,16,15,Rain,Sydney
2015/04/21,14,17,16,14,Rain,Sydney
2015/04/22,13,18,16,16,Rain,Sydney
2015/04/23,14,21,18,16,Fog,Sydney
2015/04/24,15,27,21,14,Fog,Sydney
2015/04/25,13,23,19,12,Rain,Sydney
2015/04/26,12,17,14,11,Rain,Sydney
2015/04/27,12,18,15,8,,Sydney
2015/04/28,11,18,14,8,Rain,Sydney
2015/04/29,11,18,14,12,Rain,Sydney
2015/04/30,14,19,17,13,Rain,Sydney
2015/05/01,14,20,17,16,Rain,Sydney
2015/05/02,17,23,20,17,Rain,Sydney
2015/05/03,18,21,19,17,Rain,Sydney
2015/05/04,17,21,19,16,,Sydney
2015/05/05,15,28,21,12,Fog,Sydney
2015/05/06,13,21,17,2,,Sydney
2015/05/07,11,20,16,2,,Sydney
2015/05/08,11,21,16,3,,Sydney
2015/05/09,11,22,17,4,,Sydney
2015/05/10,11,22,17,3,,Sydney
2015/05/11,15,22,18,6,,Sydney
2015/05/12,12,23,17,5,,Sydney
2015/05/13,9,17,13,1,Rain,Sydney
2015/05/14,7,18,12,1,,Sydney
2015/05/15,11,18,14,8,,Sydney
2015/05/16,14,18,16,12,Rain,Sydney
2015/05/17,10,19,14,11,Rain,Sydney
2015/05/18,11,18,14,12,Rain,Sydney
2015/05/19,14,22,18,14,Rain,Sydney
2015/05/20,14,25,20,13,Rain,Sydney
2015/05/21,14,20,17,12,Rain,Sydney
2015/05/22,12,17,14,11,Rain,Sydney
2015/05/23,11,17,14,9,Rain,Sydney
2015/05/24,8,19,13,7,,Sydney
2015/05/25,9,19,14,8,,Sydney
2015/05/26,8,18,13,8,,Sydney
2015/05/27,11,21,16,7,,Sydney
2015/05/28,11,23,17,10,,Sydney
2015/05/29,13,20,18,12,Rain,Sydney
2015/05/30,11,19,14,8,Rain,Sydney
2015/05/31,11,16,13,5,,Sydney
2015/06/01,9,15,12,-1,Rain,Sydney
2015/06/02,7,15,11,0,,Sydney
2015/06/03,7,16,11,5,,Sydney
2015/06/04,7,20,13,4,,Sydney
2015/06/05,9,16,12,5,Rain,Sydney
2015/06/06,11,21,16,8,,Sydney
2015/06/07,9,22,16,8,,Sydney
2015/06/08,11,23,17,7,,Sydney
2015/06/09,12,23,17,6,,Sydney
2015/06/10,12,15,13,10,Rain,Sydney
2015/06/11,13,17,14,10,Rain,Sydney
2015/06/12,13,19,16,11,Rain,Sydney
2015/06/13,12,20,17,9,,Sydney
2015/06/14,9,19,14,9,,Sydney
2015/06/15,10,18,14,12,Rain,Sydney
2015/06/16,14,17,16,14,Rain,Sydney
2015/06/17,13,18,16,14,Rain,Sydney
2015/06/18,11,17,14,11,Rain,Sydney
2015/06/19,9,14,12,9,Rain,Sydney
2015/06/20,8,15,12,7,Rain,Sydney
2015/06/21,9,14,11,9,Rain,Sydney
2015/06/22,8,19,13,7,Fog,Sydney
2015/06/23,8,20,14,7,,Sydney
2015/06/24,11,21,16,9,,Sydney
2015/06/25,12,18,16,12,Rain,Sydney
2015/06/26,10,18,14,8,,Sydney
2015/06/27,8,20,14,7,,Sydney
2015/06/28,7,17,12,8,,Sydney
2015/06/29,8,18,13,8,,Sydney
2015/06/30,9,20,14,9,Fog,Sydney
2015/07/01,9,17,13,7,Rain,Sydney
2015/07/02,6,17,11,2,,Sydney
2015/07/03,6,14,10,3,,Sydney
2015/07/04,5,16,11,2,,Sydney
2015/07/05,5,18,12,2,,Sydney
2015/07/06,6,17,11,1,,Sydney
2015/07/07,7,14,10,6,Rain,Sydney
2015/07/08,8,14,11,8,Rain,Sydney
2015/07/09,6,17,11,6,,Sydney
2015/07/10,7,16,11,8,Rain,Sydney
2015/07/11,6,20,13,8,,Sydney
2015/07/12,8,15,11,2,Rain,Sydney
2015/07/13,8,18,13,3,Rain,Sydney
2015/07/14,9,17,13,1,,Sydney
2015/07/15,6,16,11,2,,Sydney
2015/07/16,8,13,11,7,Rain,Sydney
2015/07/17,6,14,10,4,Rain,Sydney
2015/07/18,7,13,10,5,Rain,Sydney
2015/07/19,7,14,11,8,,Sydney
2015/07/20,8,16,12,9,Rain,Sydney
2015/07/21,8,20,14,8,,Sydney
2015/07/22,9,18,14,8,,Sydney
2015/07/23,11,16,13,11,Rain,Sydney
2015/07/24,11,21,16,11,Rain,Sydney
2015/07/25,10,21,16,3,,Sydney
2015/07/26,11,21,16,2,,Sydney
2015/07/27,8,15,11,-2,,Sydney
2015/07/28,7,16,11,3,,Sydney
2015/07/29,7,16,12,6,,Sydney
2015/07/30,8,21,14,4,,Sydney
2015/07/31,11,21,16,4,,Sydney
2015/08/01,7,23,15,3,,Sydney
2015/08/02,11,25,18,6,,Sydney
2015/08/03,9,19,14,0,,Sydney
2015/08/04,8,15,11,0,Rain,Sydney
2015/08/05,6,16,11,-1,,Sydney
2015/08/06,7,16,11,1,,Sydney
2015/08/07,6,17,11,3,,Sydney
2015/08/08,7,15,11,5,,Sydney
2015/08/09,6,17,11,6,,Sydney
2015/08/10,8,21,14,5,,Sydney
2015/08/11,9,21,15,3,,Sydney
2015/08/12,7,19,13,1,Rain,Sydney
2015/08/13,8,19,13,1,,Sydney
2015/08/14,7,18,12,3,,Sydney
2015/08/15,8,16,12,8,,Sydney
2015/08/16,11,21,16,9,,Sydney
2015/08/17,9,21,14,2,,Sydney
2015/08/18,10,15,12,3,,Sydney
2015/08/19,9,16,12,6,,Sydney
2015/08/20,8,20,14,9,,Sydney
2015/08/21,9,23,16,9,,Sydney
2015/08/22,15,28,21,8,,Sydney
2015/08/23,15,21,18,13,Rain,Sydney
2015/08/24,14,17,16,14,Rain,Sydney
2015/08/25,12,20,16,10,Rain,Sydney
2015/08/26,13,19,16,13,Rain,Sydney
2015/08/27,12,22,17,9,Rain,Sydney
2015/08/28,10,18,14,7,Rain,Sydney
2015/08/29,9,20,14,4,,Sydney
2015/08/30,7,16,12,5,,Sydney
2015/08/31,9,16,13,6,,Sydney
2015/09/01,8,17,12,4,,Sydney
2015/09/02,7,20,13,6,Rain,Sydney
2015/09/03,11,20,16,8,Rain,Sydney
2015/09/04,12,17,14,11,Rain,Sydney
2015/09/05,11,19,15,10,Rain,Sydney
2015/09/06,12,17,14,12,Rain,Sydney
